9672	当归
6816	柏姜散
12640	龟蛇散
12836	瓜蒌子散
13893	虎胫丸
15100	化管丸
4948	避疫汤
12036	复坚散
15701	金英酒
7930	齿灵汤
12369	葛根
9611	当归
19742	芦筒
22222	参耆丸
6985	白散
13030	橄榄汤
13488	黄连
6916	白连散
14332	黄散
15566	金蝉丸
15747	金华丸
10761	丁香梨
7979	赤小豆
16895	鸡胫丸
18321	溃疡丸
18589	龙须散
18694	龙砂
12831	瓜蒌方
14558	槐角散
24269	真珠丸
15089	滑肤散
14962	含汤
23263	玄菟丹
12050	附子
9699	当归
17139	稷香丸
22294	四乌汤
19485	芦甘石散
11303	附子
8772	川连散
11981	复肾散
7895	陈漆丸
21555	黍米粥
13402	黄连
9575	当归
11094	二生丹
13588	黄连
14040	黄连
14333	滑石
15327	鸡矢醴
17121	健中丸
15709	金英丸
23056	五斤丸
24566	止痛散
13060	干泻散
4953	碧霞梃子
12090	返精丸
13509	黄连
14039	黄连
14985	含丸
16451	济肝散
13504	黄连
21780	漱风散
13451	黄连
12419	肝胃汤
16470	鸡子丸
9680	当归
6805	白散
22320	升麻汤
9349	荡鬼汤
13464	黄连
16794	金药
6654	白连散
15060	滑石
14746	蛔疳散
12173	伏暑汤
23058	胃苓汤
13481	黄连
6668	白药
20747	青蒿
12833	栝蒌散
15062	花粉
17066	降脂饮
2211	鳖甲
9621	当归
9790	道宁纯阳丹
13502	黄连
15745	金化散
11282	附子
6703	白芥子
7456	贝子散
14202	诃皮散
15657	锦朱丸
5001	百补膏
7875	车前草
5094	百倍丸
18343	苦散
6921	柏花丸
17781	集圣汤
15678	金波散
11340	附子
21534	蜀漆散
11431	防己黄芪汤
7279	冰片
14457	黄金丹
17223	金华丸
23572	选奇汤
6825	白鹅
13404	黄连
16499	芥饮子
9659	当归
13452	黄连
16277	结毒紫金膏
11772	附苓丸
9428	点眼丹
20415	没药丸
10424	大生丸
7667	雏凤丸
11885	敷毒散
13007	归元汤
6842	白华散
22562	通灵散
19280	骊珠散
11373	风湿膏
15256	鸡骨散
16973	捷疟饮
19799	利圣散子
10157	荡鬼汤
4918	蓖麻散
7976	赤小豆
14764	回生酒
21098	青云散
13065	疳湿散
10694	单油膏
9687	当归
16632	鸡臛
20607	辟温丹
12717	葛根
13515	黄连
12933	归花汤
16240	集圣汤
19794	利气丸
15770	金玉散
19793	理气丹
22203	参翎丸
18847	雷丸
21803	睡惊丹
2298	贝母瓜篓散
16621	菊连汤
21787	神奇散
13401	黄连
16734	救睛散
8297	称金丹
19715	连床散
12043	服元丸
22504	三花汤
13552	黄连
7817	醋煮散
2134	安经丸
6935	败龟汤
11289	附子
6914	百祥丸
14404	活龙散
19415	立验散
13753	黄散
6940	柏术丸
13915	虎杖
24002	养金汤
11983	抚惊丸
19802	立验散
7978	赤小豆
15400	鸡香汤
18850	鲮鲤甲汤
20280	门冬饮子
7109	宝珍丸
11980	浮麦汤
22794	溻痒汤
12918	桂附地黄丸
22443	神佑丸
12360	葛根
12820	栝石汤
14621	狐骨散
17533	君子丸
12129	附子
18025	坚气散
7197	柏术丸
16368	金谷散
8584	赤汤
19521	灵砂酒
14801	喝散
8079	赤汤
