14632	生产	6113
14632	生产	6356
14632	生产	595
14632	生产	10921
14632	生产	2962
14632	生产	2115
14632	生产	12733
14632	生产	15839
14632	生产	12715
14632	生产	15273
14632	生产	15601
14632	生产	6917
14632	生产	7971
14632	生产	15841
14632	生产	16604
14632	生产	1507
14632	生产	15352
14632	生产	10694
14632	生产	15288
14632	生产	13000
14632	生产	10596
14632	生产	6408
14632	生产	4340
14632	生产	14811
14632	生产	689
14632	生产	6959
14632	生产	435
14632	生产	11256
14632	生产	9443
14632	生产	13885
14632	生产	12864
14632	生产	15462
14632	生产	4521
14632	生产	9898
14632	生产	3894
14632	生产	629
14632	生产	13227
14632	生产	7484
14632	生产	16532
14632	生产	5051
14632	生产	9319
14632	生产	4497
14632	生产	7368
14632	生产	1131
14632	生产	799
14632	生产	13489
14632	生产	9496
14632	生产	16456
14632	生产	10287
14632	生产	13358
14632	生产	6198
14632	生产	9949
14632	生产	11823
14632	生产	10349
14632	生产	14238
14632	生产	3280
14632	生产	12865
14632	生产	7370
14632	生产	439
14632	生产	16710
14632	生产	3659
14632	生产	6331
14632	生产	1291
14632	生产	9713
14632	生产	12514
14632	生产	15482
14632	生产	6475
14632	生产	9300
14632	生产	13678
14632	生产	5560
14632	生产	7411
14632	生产	4615
14632	生产	13521
14632	生产	1426
14632	生产	1403
14632	生产	3461
14632	生产	16012
14632	生产	13187
14632	生产	1348
14632	生产	9111
14632	生产	7238
14632	生产	6291
14632	生产	7399
14632	生产	3379
14632	生产	6788
14632	生产	5159
14632	生产	6734
14632	生产	12426
14632	生产	14026
14632	生产	2273
14632	生产	8418
14632	生产	1115
14632	生产	15687
14632	生产	15838
14632	生产	8894
14632	生产	4981
14632	生产	6888
14632	生产	16138
14632	生产	12201
14632	生产	203
14632	生产	15703
14632	生产	14023
14632	生产	7915
14632	生产	16480
14632	生产	12890
14632	生产	2935
14632	生产	9775
14632	生产	12099
14632	生产	9370
14632	生产	3058
14632	生产	2974
14632	生产	11060
14632	生产	5113
16637	生产	14403
2535	生产	288
2535	生产	5537
2535	生产	2990
2535	生产	6100
2535	生产	14008
2535	生产	6371
2535	生产	11019
2535	生产	16506
2535	生产	6565
2535	生产	14499
2535	生产	11334
2535	生产	9794
5875	生产	933
5875	生产	1528
5875	生产	13090
5875	生产	11504
5875	生产	9605
5875	生产	10917
5875	生产	10349
5875	生产	9728
5875	生产	5823
5875	生产	9319
5875	生产	15892
5875	生产	9949
5875	生产	6447
5875	生产	1348
5875	生产	70
5875	生产	12829
9844	配方	9127
9844	配方	6500
9844	配方	6941
9844	配方	9844
12372	配方	14585
12372	配方	8015
12372	配方	10057
12372	配方	10097
12372	配方	13963
12372	配方	6500
12372	配方	15395
12372	配方	13786
12372	配方	10631
12372	配方	1618
12372	配方	15433
12372	配方	14768
12372	配方	9702
12372	配方	12122
12372	配方	6968
12372	配方	10242
12372	配方	12372
13945	配方	11107
13945	配方	939
13945	配方	8496
13945	配方	16437
13945	配方	6378
13945	配方	14597
13945	配方	14472
13945	配方	13963
13945	配方	9704
13945	配方	6500
13945	配方	5806
13945	配方	3390
13945	配方	16106
13945	配方	3123
13945	配方	11469
13945	配方	10631
13945	配方	15534
13945	配方	6807
13945	配方	6941
13945	配方	10338
13945	配方	13654
13945	配方	9599
13945	配方	5502
13945	配方	10013
13945	配方	11266
13945	配方	6030
13945	配方	9149
13945	配方	12474
13945	配方	1810
13945	配方	12418
13945	配方	14761
13945	配方	1475
13945	配方	13846
13945	配方	15810
13945	配方	13935
13945	配方	9020
13945	配方	8013
13945	配方	12050
13945	配方	11605
13945	配方	4185
13945	配方	8231
13945	配方	6330
13945	配方	15970
13945	配方	12628
13945	配方	14944
13945	配方	4458
13945	配方	13918
13945	配方	11528
13945	配方	5925
13945	配方	1577
13945	配方	13443
13945	配方	6024
13945	配方	6968
13945	配方	15871
13945	配方	3680
13945	配方	1041
13945	配方	12122
13945	配方	6145
13945	配方	803
13945	配方	9702
13945	配方	11664
13945	配方	14768
13945	配方	3566
13945	配方	10955
13945	配方	2238
13945	配方	13602
13945	配方	878
13945	配方	4226
13945	配方	16657
13945	配方	6011
13945	配方	8015
13945	配方	11557
13945	配方	3132
13945	配方	14585
13945	配方	5669
13945	配方	10426
13945	配方	4386
13945	配方	577
13945	配方	14546
13945	配方	12060
13945	配方	15792
13945	配方	4446
13945	配方	8220
13945	配方	15790
13945	配方	7036
13945	配方	6989
13945	配方	3447
13945	配方	6697
13945	配方	7917
13945	配方	3623
13945	配方	517
13945	配方	13945
1810	配方	15792
1810	配方	15091
1810	配方	7833
1810	配方	6399
1810	配方	7917
1810	配方	2126
1810	配方	11107
1810	配方	8496
1810	配方	13963
1810	配方	6500
1810	配方	3390
1810	配方	3123
1810	配方	6807
1810	配方	9599
1810	配方	5502
1810	配方	6030
1810	配方	9149
1810	配方	1475
1810	配方	12474
1810	配方	14761
1810	配方	13846
1810	配方	12050
1810	配方	1857
1810	配方	11508
1810	配方	11528
1810	配方	12628
1810	配方	14196
1810	配方	280
1810	配方	13918
1810	配方	6024
1810	配方	15871
1810	配方	1577
1810	配方	1041
1810	配方	9760
1810	配方	9702
1810	配方	12122
1810	配方	13945
1810	配方	13602
1810	配方	16657
1810	配方	8015
1810	配方	14585
1810	配方	3132
1810	配方	11557
1810	配方	10426
1810	配方	1810
5666	配方	14546
5666	配方	15093
5666	配方	4386
5666	配方	3132
5666	配方	8015
5666	配方	13945
5666	配方	12122
5666	配方	11664
5666	配方	15596
5666	配方	6024
5666	配方	4458
5666	配方	1035
5666	配方	13935
5666	配方	15810
5666	配方	10126
5666	配方	12474
5666	配方	9149
5666	配方	9599
5666	配方	13963
5666	配方	3123
5666	配方	6500
5666	配方	4394
5666	配方	2126
5666	配方	5666
437	配方	14196
437	配方	13053
437	配方	6500
437	配方	437
9702	配方	12474
9702	配方	14761
9702	配方	1475
9702	配方	13846
9702	配方	15810
9702	配方	4136
9702	配方	4185
9702	配方	13935
9702	配方	13567
9702	配方	2162
9702	配方	12050
9702	配方	12628
9702	配方	1035
9702	配方	14196
9702	配方	4458
9702	配方	11528
9702	配方	6867
9702	配方	280
9702	配方	1577
9702	配方	4947
9702	配方	13443
9702	配方	6024
9702	配方	13777
9702	配方	14298
9702	配方	1041
9702	配方	12122
9702	配方	6145
9702	配方	13945
9702	配方	15732
9702	配方	13578
9702	配方	15596
9702	配方	14158
9702	配方	15433
9702	配方	13602
9702	配方	4226
9702	配方	9963
9702	配方	16657
9702	配方	8015
9702	配方	9940
9702	配方	3132
9702	配方	14585
9702	配方	10426
9702	配方	3380
9702	配方	14546
9702	配方	12060
9702	配方	12655
9702	配方	388
9702	配方	15326
9702	配方	1094
9702	配方	8086
9702	配方	4446
9702	配方	8220
9702	配方	15790
9702	配方	15091
9702	配方	6697
9702	配方	7917
9702	配方	14597
9702	配方	11085
9702	配方	2439
9702	配方	939
9702	配方	8496
9702	配方	16437
9702	配方	8694
9702	配方	3123
9702	配方	14472
9702	配方	8509
9702	配方	13963
9702	配方	9704
9702	配方	13071
9702	配方	6500
9702	配方	3390
9702	配方	6807
9702	配方	1537
9702	配方	15654
9702	配方	6941
9702	配方	10338
9702	配方	13654
9702	配方	9599
9702	配方	9149
9702	配方	5502
9702	配方	1810
9702	配方	11266
9702	配方	9695
9702	配方	13494
9702	配方	3175
9702	配方	11143
9702	配方	9702
14597	配方	8496
14597	配方	3123
14597	配方	6500
14597	配方	6807
14597	配方	6941
14597	配方	13654
14597	配方	9599
14597	配方	1810
14597	配方	6359
14597	配方	12474
14597	配方	14761
14597	配方	1475
14597	配方	12628
14597	配方	1035
14597	配方	4458
14597	配方	10700
14597	配方	11528
14597	配方	6867
14597	配方	15871
14597	配方	1041
14597	配方	12122
14597	配方	6145
14597	配方	13578
14597	配方	14158
14597	配方	13602
14597	配方	8015
14597	配方	3132
14597	配方	2274
14597	配方	1094
14597	配方	15792
14597	配方	14597
9963	配方	9963
11555	配方	1094
11555	配方	15091
11555	配方	13020
11555	配方	8496
11555	配方	16437
11555	配方	14472
11555	配方	6500
11555	配方	3123
11555	配方	9702
11555	配方	1035
11555	配方	11424
11555	配方	14761
11555	配方	11555
10222	配方	10222
13231	配方	13231
15929	配方	9599
15929	配方	13846
15929	配方	8228
15929	配方	13271
15929	配方	8241
15929	配方	7917
15929	配方	8010
15929	配方	15929
15254	配方	13868
15254	配方	13945
15254	配方	6855
15254	配方	15326
15254	配方	7889
15254	配方	12372
15254	配方	13963
15254	配方	11528
15254	配方	14944
15254	配方	1810
15254	配方	15254
12111	配方	12111
2968	配方	6855
2968	配方	5800
2968	配方	12060
2968	配方	7917
2968	配方	939
2968	配方	13623
2968	配方	5806
2968	配方	6916
2968	配方	1577
2968	配方	6983
2968	配方	9149
2968	配方	3398
2968	配方	10338
2968	配方	15654
2968	配方	5096
2968	配方	3197
2968	配方	2968
12601	配方	11528
12601	配方	12111
12601	配方	13846
12601	配方	3712
12601	配方	12655
12601	配方	3132
12601	配方	12601
11107	配方	6500
11107	配方	12658
11107	配方	5669
11107	配方	11107
8476	配方	437
8476	配方	14944
8476	配方	11424
8476	配方	7851
8476	配方	8476
15091	配方	11555
15091	配方	12088
15091	配方	14761
15091	配方	12050
15091	配方	13935
15091	配方	8013
15091	配方	1035
15091	配方	15871
15091	配方	6024
15091	配方	11664
15091	配方	12122
15091	配方	13945
15091	配方	9702
15091	配方	14158
15091	配方	16657
15091	配方	13602
15091	配方	3132
15091	配方	16597
15091	配方	12655
15091	配方	6931
15091	配方	9127
15091	配方	7917
15091	配方	8496
15091	配方	939
15091	配方	16437
15091	配方	1810
15091	配方	9149
15091	配方	6941
15091	配方	6500
15091	配方	13071
15091	配方	9704
15091	配方	13963
15091	配方	3123
15091	配方	15091
13020	配方	4458
13020	配方	13918
13020	配方	4029
13020	配方	12122
13020	配方	3566
13020	配方	6145
13020	配方	13602
13020	配方	16657
13020	配方	577
13020	配方	4547
