1659270605296	当归	4
1659270605296	甘醴	3
1659270605296	独脚顶	3
1659270605296	葱姜熨	4
1659270605296	葛粉饭	2
1659270605296	半夏左经汤	4
1659270605296	沉香至珍丸	2
1659270605296	凤眼草散	4
1659270605296	补心神效丸	4
1659270605296	琥珀止淋丸	3
1659336332775	琥珀多寐丸	4
1659336332775	椒肾丸	5
1659336332775	当归茱萸汤	4
1659336332775	独白散	4
1659336332775	龙牡菟韭丸	4
1659336332775	苦参子仁酊	4
1659336332775	菊连汤	4
1659336332775	安胎顺气饮	5
1659336332775	龙齿牛膝散	5
1659336332775	加味左归饮	5
1659336362426	化痰玉壶圆	5
1659336362426	当归	4
1659336362426	黑色疽疮膏	5
1659336362426	豆乳散	5
1659336362426	蒺藜贝母汤	5
1659336362426	诃子皮散	5
1659336362426	加减芦荟丸	5
1659336362426	安营饮	5
1659336362426	加味枳马二仙丹	5
1659336362426	和中化浊汤	5
1659336393395	钓痰膏	4
1659336393395	大麻子散	5
1659336393395	降痈散	5
1659336393395	艾肠泥	5
1659336393395	脚癣粉	5
1659336393395	橄榄汤	5
1659336393395	橘饼茶	4
1659336393395	半夏圆	5
1659336393395	定痛净脓生肌膏	5
1659336393395	黑布药膏	5
1659336426243	附牛丸	5
1659336426243	金丹散	4
1659336426243	何仙姑庆世丹	4
1659336426243	二苓槐膏汤	5
1659336426243	定磁散	4
1659336426243	八珍加木通牛蒡子汤	5
1659336426243	八仙过海	4
1659336426243	鸡黄油	4
1659336426243	快斑越婢汤	4
1659336426243	金肺散	5
1659336451290	茴香楝子丸	5
1659336451290	黑糖散	4
1659336451290	八生散	5
1659336451290	橘皮醒酲汤	5
1659336451290	柴胡葛根汤	5
1659336451290	法制蛋	4
1659336451290	灵仙龙草汤	5
1659336451290	救元饮	5
1659336451290	鼻炎灵	5
1659336451290	倍姜丸	5
1659336478814	保安万灵丹	5
1659336478814	固齿延寿膏	5
1659336478814	广福延龄丹	5
1659336478814	当归	5
1659336478814	和中清热汤	4
1659336478814	加味滋阴血止饮	5
1659336478814	疔发散	5
1659336478814	柏叶酒	5
1659336478814	丹参煮散	5
1659336478814	栗皮丸	5
1659336510734	代杖丹	4
1659336510734	黄连马通汤	5
1659336510734	化淫消毒汤	5
1659336510734	灌耳麝香乳汁	5
1659336510734	孔子枕中神效方	4
1659336510734	葵齑汁	4
1659336510734	连茱丸	5
1659336510734	粉汗方	5
1659336510734	断续膏	4
1659336510734	加味养元粉	5
1659336540657	绯帛膏	5
1659336540657	归灵汤	5
1659336540657	枸杞子粥	5
1659336540657	阿魏雄黄丸	5
1659336540657	火醋锭子	4
1659336540657	表里汤	5
1659336540657	金光明目丸	5
1659336540657	蓖麻煎丸	5
1659336540657	丁字化毒丸	5
1659336540657	八妙丸	5
1659336573935	陈氏脓窠疮药	5
1659336573935	八贤散	5
1659336573935	扁鹊三豆饮	5
1659336573935	加味如圣散	5
1659336573935	固气生血汤	5
1659336573935	保生大佛手汤	5
1659336573935	沉香透膈丸	5
1659336573935	葫芦饮	4
1659336573935	补虚止嗽丸	5
1659336573935	葆精丸	5
1659336599411	连翘人参汤	4
1659336599411	红粉药捻	4
1659336599411	金陵酒丸	5
1659336599411	车前子草散	5
1659336599411	百子附归丸	5
1659336599411	垂命茯苓丸	5
1659336599411	保命安胎汤	4
1659336599411	补血和气饮	5
1659336599411	定痛乳香神应散	5
1659336599411	加减术苓汤	4
1659337373872	荆防排毒汤加减	0
1659337373872	独枣汤	0
1659337373872	败酱草散	0
1659337373872	二加龙牡汤	0
1659337373872	白汤	0
1659337373872	龙脑润肌散	0
1659337373872	黄连茯苓丸	0
